run_id,prune_percent,accuracy,label,stream
run1,0.0,74.89593450811711,baseline unpruned,spatial
run3,0.0,74.79880671569308,baseline unpruned,spatial
run4,0.0,74.72249202164562,baseline unpruned,spatial
run2,0.0,74.68780352435132,baseline unpruned,spatial
run5,0.0,74.94449840432912,baseline unpruned,spatial
run1,4.000000000000004,74.78146246704593,pruned,spatial
run3,4.000000000000004,74.65658387678646,pruned,spatial
run4,4.000000000000004,74.8022755654225,pruned,spatial
run2,4.000000000000004,74.54904953517413,pruned,spatial
run5,4.000000000000004,75.01040654918829,pruned,spatial
run1,7.840000000000002,74.71555432218676,pruned,spatial
run3,7.840000000000002,74.83349521298737,pruned,spatial
run4,7.840000000000002,74.5455806854447,pruned,spatial
run2,7.840000000000002,74.92368530595255,pruned,spatial
run5,7.840000000000002,74.78840016650479,pruned,spatial
run1,11.526400000000002,74.91674760649369,pruned,spatial
run3,11.526400000000002,74.73289857083391,pruned,spatial
run4,11.526400000000002,74.69474122381018,pruned,spatial
run2,11.526400000000002,74.89246565838768,pruned,spatial
run5,11.526400000000002,74.72596087137505,pruned,spatial
run1,15.065344000000003,74.67045927570418,pruned,spatial
run3,15.065344000000003,74.82655751352851,pruned,spatial
run4,15.065344000000003,74.75718051893992,pruned,spatial
run2,15.065344000000003,75.08325239350631,pruned,spatial
run5,15.065344000000003,74.75718051893992,pruned,spatial
run1,18.462730240000003,74.84390176217566,pruned,spatial
run3,18.462730240000003,74.8022755654225,pruned,spatial
run4,18.462730240000003,74.61842652976273,pruned,spatial
run2,18.462730240000003,74.84390176217566,pruned,spatial
run5,18.462730240000003,74.60801998057444,pruned,spatial
run1,21.724221030400003,74.59761343138615,pruned,spatial
run3,21.724221030400003,74.91674760649369,pruned,spatial
run4,21.724221030400003,74.96184265297627,pruned,spatial
run2,21.724221030400003,75.09712779242403,pruned,spatial
run5,21.724221030400003,74.77105591785764,pruned,spatial
run1,24.855252189184007,74.98265575135285,pruned,spatial
run4,24.855252189184007,74.57333148328014,pruned,spatial
run3,24.855252189184007,74.92368530595255,pruned,spatial
run2,24.855252189184007,74.69474122381018,pruned,spatial
run5,24.855252189184007,74.96878035243513,pruned,spatial
run1,27.86104210161665,75.13528513944776,pruned,spatial
run4,27.86104210161665,74.49007908977383,pruned,spatial
run3,27.86104210161665,74.58373803246843,pruned,spatial
run2,27.86104210161665,74.42070209518523,pruned,spatial
run5,27.86104210161665,74.80574441515193,pruned,spatial
run1,30.746600417551985,74.86124601082281,pruned,spatial
run4,30.746600417551985,74.66699042597475,pruned,spatial
run3,30.746600417551985,74.37213819897322,pruned,spatial
run2,30.746600417551985,74.88552795892882,pruned,spatial
run5,30.746600417551985,74.95143610378798,pruned,spatial
run1,33.51673640084991,74.75371166921049,pruned,spatial
run4,33.51673640084991,74.73289857083391,pruned,spatial
run3,33.51673640084991,74.72942972110448,pruned,spatial
run2,33.51673640084991,74.59067573192729,pruned,spatial
run5,33.51673640084991,74.72942972110448,pruned,spatial
run1,36.17606694481592,75.03815734702373,pruned,spatial
run4,36.17606694481592,74.58373803246843,pruned,spatial
run3,36.17606694481592,74.85430831136395,pruned,spatial
run2,36.17606694481592,74.83002636325794,pruned,spatial
run5,36.17606694481592,74.7433051200222,pruned,spatial
run1,38.72902426702328,74.39988899680866,pruned,spatial
run4,38.72902426702328,74.99306230054114,pruned,spatial
run3,38.72902426702328,74.79880671569308,pruned,spatial
run2,38.72902426702328,74.60455113084501,pruned,spatial
run5,38.72902426702328,75.1283474399889,pruned,spatial
run5,41.179863296342354,74.6149576800333,pruned,spatial
run2,41.179863296342354,74.78840016650479,pruned,spatial
run3,41.179863296342354,74.80574441515193,pruned,spatial
run4,41.179863296342354,74.62536422922159,pruned,spatial
run1,41.179863296342354,74.37907589843208,pruned,spatial
run5,43.53266876448867,74.7086166227279,pruned,spatial
run2,43.53266876448867,75.0,pruned,spatial
run4,43.53266876448867,74.5455806854447,pruned,spatial
run3,43.53266876448867,74.79880671569308,pruned,spatial
run1,43.53266876448867,75.23241293187179,pruned,spatial
run1,45.79136201390912,74.44151519356181,pruned,spatial
run3,45.79136201390912,74.68780352435132,pruned,spatial
run4,45.79136201390912,74.68780352435132,pruned,spatial
run2,45.79136201390912,74.84043291244623,pruned,spatial
run5,45.79136201390912,74.88205910919939,pruned,spatial
run1,47.95970753335276,74.65311502705703,pruned,spatial
run4,47.95970753335276,74.43457749410295,pruned,spatial
run3,47.95970753335276,74.93756070487026,pruned,spatial
run2,47.95970753335276,75.15956708755377,pruned,spatial
run5,47.95970753335276,74.81961981406965,pruned,spatial
run1,50.04131923201864,74.78493131677536,pruned,spatial
run4,50.04131923201864,74.36173164978493,pruned,spatial
run3,50.04131923201864,74.47620369085611,pruned,spatial
run2,50.04131923201864,74.47967254058554,pruned,spatial
run5,50.04131923201864,74.77452476758707,pruned,spatial
run1,0.0,42.28896103896104,baseline unpruned,temporal
run2,0.0,41.99134199134199,baseline unpruned,temporal
run3,0.0,43.56060606060606,baseline unpruned,temporal
run2,4.000000000000004,43.45238095238095,pruned,temporal
run1,4.000000000000004,43.88528138528139,pruned,temporal
run3,4.000000000000004,43.83116883116883,pruned,temporal
run2,7.840000000000002,41.69372294372295,pruned,temporal
run1,7.840000000000002,41.28787878787879,pruned,temporal
run3,7.840000000000002,43.77705627705628,pruned,temporal
run2,11.526400000000002,42.451298701298704,pruned,temporal
run1,11.526400000000002,42.91125541125541,pruned,temporal
run3,11.526400000000002,43.722943722943725,pruned,temporal
run2,15.065344000000003,43.66883116883117,pruned,temporal
run1,15.065344000000003,41.63961038961039,pruned,temporal
run3,15.065344000000003,43.12770562770563,pruned,temporal
run2,18.462730240000003,42.18073593073593,pruned,temporal
run1,18.462730240000003,43.29004329004329,pruned,temporal
run3,18.462730240000003,43.34415584415584,pruned,temporal
run2,21.724221030400003,43.10064935064935,pruned,temporal
run1,21.724221030400003,42.12662337662338,pruned,temporal
run3,21.724221030400003,43.34415584415584,pruned,temporal
run2,24.855252189184007,40.15151515151515,pruned,temporal
run1,24.855252189184007,41.91017316017316,pruned,temporal
run3,24.855252189184007,41.125541125541126,pruned,temporal
run2,27.86104210161665,42.18073593073593,pruned,temporal
run1,27.86104210161665,43.61471861471861,pruned,temporal
run3,27.86104210161665,42.61363636363637,pruned,temporal
run2,30.746600417551985,41.747835497835496,pruned,temporal
run1,30.746600417551985,42.96536796536797,pruned,temporal
run3,30.746600417551985,41.747835497835496,pruned,temporal
run2,33.51673640084991,41.42316017316017,pruned,temporal
run1,33.51673640084991,43.425324675324674,pruned,temporal
run3,33.51673640084991,42.77597402597402,pruned,temporal
run2,36.17606694481592,42.18073593073593,pruned,temporal
run1,36.17606694481592,42.04545454545455,pruned,temporal
run3,36.17606694481592,42.18073593073593,pruned,temporal
run2,38.72902426702328,41.07142857142857,pruned,temporal
run1,38.72902426702328,43.18181818181818,pruned,temporal
run3,38.72902426702328,42.018398268398265,pruned,temporal
run2,41.179863296342354,41.01731601731602,pruned,temporal
run1,41.179863296342354,42.34307359307359,pruned,temporal
run3,41.179863296342354,42.34307359307359,pruned,temporal
run2,43.53266876448867,42.96536796536797,pruned,temporal
run1,43.53266876448867,42.451298701298704,pruned,temporal
run3,43.53266876448867,42.18073593073593,pruned,temporal
run2,45.79136201390912,41.63961038961039,pruned,temporal
run1,45.79136201390912,40.23268398268398,pruned,temporal
run3,45.79136201390912,42.532467532467535,pruned,temporal
run2,47.95970753335276,40.12445887445888,pruned,temporal
run1,47.95970753335276,41.20670995670996,pruned,temporal
run3,47.95970753335276,41.77489177489178,pruned,temporal
run2,50.04131923201864,40.74675324675325,pruned,temporal
run1,50.04131923201864,42.099567099567096,pruned,temporal
run3,50.04131923201864,43.20887445887446,pruned,temporal
run4,0.0,44.96753246753247,baseline unpruned,temporal
run5,0.0,44.642857142857146,baseline unpruned,temporal
run4,4.000000000000004,43.425324675324674,pruned,temporal
run5,4.000000000000004,44.04761904761905,pruned,temporal
run4,7.840000000000002,41.34199134199134,pruned,temporal
run5,7.840000000000002,44.074675324675326,pruned,temporal
run4,11.526400000000002,44.53463203463203,pruned,temporal
run5,11.526400000000002,43.50649350649351,pruned,temporal
run4,15.065344000000003,44.29112554112554,pruned,temporal
run5,15.065344000000003,44.58874458874459,pruned,temporal
run4,18.462730240000003,44.66991341991342,pruned,temporal
run5,18.462730240000003,42.77597402597402,pruned,temporal
run4,21.724221030400003,43.56060606060606,pruned,temporal
run5,21.724221030400003,43.26298701298701,pruned,temporal
run4,24.855252189184007,43.53354978354978,pruned,temporal
run5,24.855252189184007,43.23593073593074,pruned,temporal
run4,27.86104210161665,42.96536796536797,pruned,temporal
run5,27.86104210161665,43.12770562770563,pruned,temporal
run4,30.746600417551985,44.426406926406926,pruned,temporal
run5,30.746600417551985,42.91125541125541,pruned,temporal
run4,33.51673640084991,42.586580086580085,pruned,temporal
run5,33.51673640084991,41.99134199134199,pruned,temporal
run4,36.17606694481592,42.99242424242424,pruned,temporal
run5,36.17606694481592,42.72186147186147,pruned,temporal
run5,38.72902426702328,40.31385281385281,pruned,temporal
run4,38.72902426702328,40.422077922077925,pruned,temporal
run4,41.179863296342354,43.0465367965368,pruned,temporal
run5,41.179863296342354,44.615800865800864,pruned,temporal
run4,43.53266876448867,43.01948051948052,pruned,temporal
run5,43.53266876448867,42.42424242424242,pruned,temporal
run4,45.79136201390912,43.91233766233766,pruned,temporal
run5,45.79136201390912,42.39718614718615,pruned,temporal
run4,47.95970753335276,40.422077922077925,pruned,temporal
run5,47.95970753335276,43.3982683982684,pruned,temporal
run4,50.04131923201864,43.3982683982684,pruned,temporal
run5,50.04131923201864,42.66774891774892,pruned,temporal
